Loan_ID,Customer_ID,Purpose_Category,Purpose,State,Employment_Title,Employment_Level,Emp_Length_Years,Home_Ownership,Annual_Income,Income_Group,Income_Verification_Status,Verified_Income_Flag,Debt_to_Income_Ratio,DTI_Category,Total_Credit_Account,Loan_Amount,Loan_Size_Category,Interest_Rate,Interest_Rate_Category,EMI_Amount,Loan_Term_Months,Loan_Term_Category,Loan_Grade,Loan_Sub_Grade,Loan_Issue_Date,Last_Credit_Check_Date,Last_Payment_Date,Next_Payment_Due_Date,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Total_Payment,Loan_Recovered_Percent,Loan_Recovery_Category,Loan_Status,Profit_Status,Risk_Score,Risk_Category,Risk_Aggregation,Data_Validation_Flag
436579,522990,Personal,Debt Consolidation,WA,Union Pacific Railroad,Senior,10,Rent,73000,Lower Middle (25-75K),Not Verified,0,0.2168,High (>20),38,5000,Medium (5-15K),0.1392,Medium (10-20),170.69,36,Short Term,C,C4,2021-08-09,2021-05-16,2021-10-10,2021-11-10,0.068493151,0.02805863,2046,0.4092,Partially Recovered (25-75),Charged Off,Loss,0.582620911,Moderate,3.915212524,Valid
548016,706607,Personal,Debt Consolidation,GA,Wingfoot Commercial Tire Company,Junior,2,Rent,38400,Lower Middle (25-75K),Not Verified,0,0.1163,Medium (10-20),7,10000,Medium (5-15K),0.1323,Medium (10-20),338.05,36,Short Term,C,C1,2021-07-10,2021-12-11,2021-08-11,2021-09-11,0.260416667,0.105640625,4375,0.4375,Partially Recovered (25-75),Charged Off,Loss,0.682981682,High,4.589636905,Valid
289873,289870,Personal,Debt Consolidation,CA,Bohlin Cwinski Jackson Architects,Junior,2,Rent,49920,Lower Middle (25-75K),Not Verified,0,0.0442,Low ( ≤10),10,16400,Large (>15K),0.1103,Medium (10-20),537.15,36,Short Term,C,C1,2021-03-08,2021-05-16,2021-03-10,2021-04-10,0.328525641,0.129122596,17605,1.07347561,Fully Recovered (≥100),Charged Off,Profit,0.674979832,High,4.535864469,Valid
994529,1219159,Personal,Debt Consolidation,NM,Rinchem Company Inc,Junior,2,Rent,61700,Lower Middle (25-75K),Not Verified,0,0.1492,Medium (10-20),56,8000,Medium (5-15K),0.1349,Medium (10-20),271.45,36,Short Term,C,C1,2021-10-11,2021-08-12,2021-03-12,2021-04-12,0.129659643,0.052794165,1338,0.16725,Poor Recovery (<25),Charged Off,Loss,0.501369158,Moderate,3.369200741,Invalid
413036,466257,Personal,Debt Consolidation,NV,North County Vending,Junior,2,Rent,50004,Lower Middle (25-75K),Not Verified,0,0.2069,High (>20),14,9200,Medium (5-15K),0.1284,Medium (10-20),309.29,36,Short Term,C,C2,2021-06-09,2021-05-16,2021-11-09,2021-12-09,0.183985281,0.074223662,1546,0.168043478,Poor Recovery (<25),Charged Off,Loss,0.619522629,Moderate,4.163192065,Valid
735842,932657,Personal,Debt Consolidation,FL,Apac Customer Services,Junior,2,Rent,28000,Lower Middle (25-75K),Not Verified,0,0.1989,Medium (10-20),22,6625,Medium (5-15K),0.1306,Medium (10-20),223.42,36,Short Term,C,C2,2021-04-11,2021-02-16,2021-07-12,2021-08-12,0.236607143,0.095751429,3385,0.510943396,Partially Recovered (25-75),Charged Off,Loss,0.635062523,Moderate,4.267620153,Valid
479493,609289,Personal,Debt Consolidation,OR,Viawest,Junior,3,Rent,45000,Lower Middle (25-75K),Not Verified,0,0.1929,Medium (10-20),6,16000,Large (>15K),0.1273,Medium (10-20),537.06,36,Short Term,C,C1,2021-01-10,2021-04-12,2021-12-11,2022-01-11,0.355555556,0.143216,10907,0.6816875,Partially Recovered (25-75),Charged Off,Loss,0.7492226,High,5.034775873,Valid
867399,1081065,Personal,Debt Consolidation,CA,Yodlee,Junior,3,Rent,158000,Upper Middle (150-300K),Not Verified,0,0.2403,High (>20),17,10175,Medium (5-15K),0.1299,Medium (10-20),342.79,36,Short Term,C,C1,2021-09-11,2021-03-14,2021-10-13,2021-11-13,0.064398734,0.026034684,9084,0.892776413,Mostly Recovered (75-100),Charged Off,Loss,0.531466467,Moderate,3.571454656,Valid
976108,1198433,Personal,Debt Consolidation,NC,Verizon Wireless,Junior,3,Rent,33198,Lower Middle (25-75K),Not Verified,0,0.0466,Low ( ≤10),4,7000,Medium (5-15K),0.1427,Medium (10-20),240.17,36,Short Term,C,C2,2021-10-11,2021-09-13,2021-04-13,2021-05-13,0.210856076,0.086813663,4536,0.648,Partially Recovered (25-75),Charged Off,Loss,0.636123808,Moderate,4.27475199,Invalid
533562,689666,Personal,Debt Consolidation,GA,Grille,Junior,3,Rent,21996,Low (<25K),Not Verified,0,0.0682,Low ( ≤10),6,8000,Medium (5-15K),0.1398,Medium (10-20),273.35,36,Short Term,C,C3,2021-06-10,2021-08-11,2021-03-11,2021-04-11,0.363702491,0.149127114,1867,0.233375,Poor Recovery (<25),Charged Off,Loss,0.729994453,High,4.905562726,Invalid
393171,430654,Personal,Debt Consolidation,TX,Ywca Of Fort Worth,Junior,3,Rent,25000,Lower Middle (25-75K),Not Verified,0,0.0955,Low ( ≤10),6,2000,Small (<5K),0.1316,Medium (10-20),67.55,36,Short Term,C,C3,2021-04-09,2021-12-09,2021-07-09,2021-08-09,0.08,0.032424,286,0.143,Poor Recovery (<25),Charged Off,Loss,0.60944898,Moderate,4.095497143,Valid
303520,303510,Personal,Debt Consolidation,LA,Self,Junior,3,Rent,80000,Middle (75-150K),Not Verified,0,0.1778,Medium (10-20),19,11200,Medium (5-15K),0.1166,Medium (10-20),370.19,36,Short Term,C,C3,2021-03-08,2021-05-16,2021-08-10,2021-09-10,0.14,0.0555285,10379,0.926696429,Mostly Recovered (75-100),Charged Off,Loss,0.561257866,Moderate,3.771652857,Valid
499049,640330,Personal,Debt Consolidation,NJ,Federation Employment Guidance Services,Junior,3,Rent,35654,Lower Middle (25-75K),Not Verified,0,0.1329,Medium (10-20),14,7000,Medium (5-15K),0.1422,Medium (10-20),239.99,36,Short Term,C,C5,2021-03-10,2021-09-12,2021-04-12,2021-05-12,0.196331407,0.080772985,5852,0.836,Mostly Recovered (75-100),Charged Off,Loss,0.593141146,Moderate,3.985908502,Valid
469996,593160,Personal,Debt Consolidation,CA,Mas Sake,Junior,4,Rent,36000,Lower Middle (25-75K),Not Verified,0,0.2253,High (>20),13,13000,Medium (5-15K),0.1357,Medium (10-20),441.6,36,Short Term,C,C3,2021-12-09,2021-05-16,2021-01-12,2021-02-12,0.361111111,0.1472,10157,0.781307692,Mostly Recovered (75-100),Charged Off,Loss,0.691320625,High,4.645674603,Invalid
469289,591708,Personal,Debt Consolidation,CA,Jd Power And Associates,Junior,4,Rent,47500,Lower Middle (25-75K),Not Verified,0,0.213,High (>20),14,10000,Medium (5-15K),0.1357,Medium (10-20),339.69,36,Short Term,C,C3,2021-12-09,2021-12-12,2021-08-12,2021-09-12,0.210526316,0.085816421,10644,1.0644,Fully Recovered (≥100),Charged Off,Profit,0.631982009,Moderate,4.246919098,Invalid
540893,698273,Personal,Debt Consolidation,FL,Redventures,Junior,4,Rent,72000,Lower Middle (25-75K),Not Verified,0,0.099,Low ( ≤10),12,6000,Medium (5-15K),0.1435,Medium (10-20),206.09,36,Short Term,C,C4,2021-07-10,2021-02-16,2021-05-11,2021-06-11,0.083333333,0.034348333,2266,0.377666667,Partially Recovered (25-75),Charged Off,Loss,0.537970522,Moderate,3.615161905,Invalid
433290,515910,Personal,Debt Consolidation,FL,Cgi,Junior,4,Rent,110000,Middle (75-150K),Not Verified,0,0.2004,High (>20),43,14000,Medium (5-15K),0.1426,Medium (10-20),480.29,36,Short Term,C,C5,2021-08-09,2021-12-10,2021-07-10,2021-08-10,0.127272727,0.052395273,5891,0.420785714,Partially Recovered (25-75),Charged Off,Loss,0.492762369,Moderate,3.311363117,Invalid
526784,681457,Personal,Debt Consolidation,VA,Mary Washington Healthcare,Mid,7,Rent,34800,Lower Middle (25-75K),Not Verified,0,0.0707,Low ( ≤10),22,11200,Medium (5-15K),0.1323,Medium (10-20),378.62,36,Short Term,C,C1,2021-06-10,2021-05-16,2021-05-13,2021-06-13,0.32183908,0.130558621,12872,1.149285714,Fully Recovered (≥100),Charged Off,Profit,0.611208851,Moderate,4.107323481,Invalid
479819,609774,Personal,Debt Consolidation,VA,"Us Bank,N.A.",Mid,7,Rent,54500,Lower Middle (25-75K),Not Verified,0,0.1359,Medium (10-20),37,18000,Large (>15K),0.1385,Medium (10-20),613.87,36,Short Term,C,C4,2021-01-10,2021-05-16,2021-12-10,2022-01-10,0.330275229,0.135164037,20518,1.139888889,Fully Recovered (≥100),Charged Off,Profit,0.642457249,Moderate,4.317312713,Valid
452147,557815,Personal,Debt Consolidation,FL,"David L. Gorman,P.A.",Mid,8,Rent,52000,Lower Middle (25-75K),Not Verified,0,0.2312,High (>20),42,18250,Large (>15K),0.1426,Medium (10-20),626.08,36,Short Term,C,C5,2021-11-09,2021-05-16,2021-10-10,2021-11-10,0.350961538,0.14448,5883,0.322356164,Partially Recovered (25-75),Charged Off,Loss,0.616379963,Moderate,4.142073352,Invalid
516889,668012,Personal,Debt Consolidation,CA,Unknown,Mid,9,Rent,42000,Lower Middle (25-75K),Not Verified,0,0.0954,Low ( ≤10),38,8000,Medium (5-15K),0.1273,Medium (10-20),268.52,36,Short Term,C,C1,2021-05-10,2021-11-12,2021-07-12,2021-08-12,0.19047619,0.07672,6617,0.827125,Mostly Recovered (75-100),Charged Off,Loss,0.574384921,Moderate,3.859866667,Valid
475809,602517,Personal,Debt Consolidation,CA,Unknown,Fresher,0,Rent,98000,Middle (75-150K),Not Verified,0,0.0849,Low ( ≤10),18,9000,Medium (5-15K),0.1287,Medium (10-20),302.7,36,Short Term,C,C1,2021-01-10,2021-05-16,2021-11-11,2021-12-11,0.091836735,0.037065306,6356,0.706222222,Partially Recovered (25-75),Charged Off,Loss,0.504950628,Moderate,3.393268222,Valid
485665,618796,Personal,Debt Consolidation,VA,Best Way Home Improvement,Fresher,0,Rent,26000,Lower Middle (25-75K),Not Verified,0,0.1712,Medium (10-20),8,9000,Medium (5-15K),0.1273,Medium (10-20),302.1,36,Short Term,C,C1,2021-02-10,2021-07-11,2021-06-11,2021-07-11,0.346153846,0.139430769,2935,0.326111111,Partially Recovered (25-75),Charged Off,Loss,0.736638213,High,4.950208791,Valid
467657,588390,Personal,Debt Consolidation,CA,Unknown,Fresher,0,Rent,95000,Middle (75-150K),Not Verified,0,0.0829,Low ( ≤10),8,10000,Medium (5-15K),0.1322,Medium (10-20),338.01,36,Short Term,C,C2,2021-12-09,2021-05-16,2021-04-10,2021-05-10,0.105263158,0.042696,1350,0.135,Poor Recovery (<25),Charged Off,Loss,0.583396527,Moderate,3.920424662,Invalid
449577,552300,Personal,Debt Consolidation,MO,Unknown,Fresher,0,Rent,30000,Lower Middle (25-75K),Not Verified,0,0.1792,Medium (10-20),13,11525,Medium (5-15K),0.1357,Medium (10-20),391.49,36,Short Term,C,C3,2021-10-09,2021-08-10,2021-03-10,2021-04-10,0.384166667,0.156596,2416,0.209631236,Poor Recovery (<25),Charged Off,Loss,0.680003791,High,4.569625476,Invalid
590809,758865,Personal,Debt Consolidation,IL,Family Home Health Care Professionals,Fresher,1,Rent,38400,Lower Middle (25-75K),Not Verified,0,0.1794,Medium (10-20),14,2000,Small (<5K),0.1435,Medium (10-20),68.7,36,Short Term,C,C4,2021-10-10,2021-05-16,2021-09-11,2021-10-11,0.052083333,0.02146875,752,0.376,Partially Recovered (25-75),Charged Off,Loss,0.56086531,Moderate,3.769014881,Invalid
353851,353519,Personal,Debt Consolidation,FL,Roberts Brothers Construction,Senior,10,Rent,48996,Lower Middle (25-75K),Not Verified,0,0.1433,Medium (10-20),21,7500,Medium (5-15K),0.1191,Medium (10-20),201.52,36,Short Term,C,C3,2021-08-08,2021-05-16,2021-05-09,2021-06-09,0.15307372,0.049355866,1814,0.241866667,Poor Recovery (<25),Charged Off,Loss,0.576158851,Moderate,3.871787481,Invalid
481689,612641,Personal,Debt Consolidation,CA,St. Joseph Hospital,Junior,2,Rent,20000,Low (<25K),Not Verified,0,0.2088,High (>20),22,4000,Small (<5K),0.1311,Medium (10-20),134.98,36,Short Term,C,C2,2021-02-10,2021-05-16,2021-07-10,2021-08-10,0.2,0.080988,690,0.1725,Poor Recovery (<25),Charged Off,Loss,0.655947279,Moderate,4.407965714,Valid
495578,634803,Personal,Debt Consolidation,CO,"Tool Zone,Inc.",Junior,2,Rent,50000,Lower Middle (25-75K),Not Verified,0,0.1826,Medium (10-20),26,10000,Medium (5-15K),0.1348,Medium (10-20),339.25,36,Short Term,C,C3,2021-03-10,2021-05-16,2021-04-11,2021-05-11,0.2,0.08142,4070,0.407,Partially Recovered (25-75),Charged Off,Loss,0.615229592,Moderate,4.134342857,Valid
449428,552043,Personal,Debt Consolidation,CA,Us Government,Fresher,1,Rent,36000,Lower Middle (25-75K),Not Verified,0,0.199,Medium (10-20),12,2500,Small (<5K),0.1357,Medium (10-20),84.93,36,Short Term,C,C3,2021-10-09,2021-11-10,2021-06-10,2021-07-10,0.069444444,0.02831,784,0.3136,Partially Recovered (25-75),Charged Off,Loss,0.575336711,Moderate,3.866262698,Invalid
382687,412395,Personal,Debt Consolidation,FL,St. Lucie County School Board,Fresher,1,Rent,36000,Lower Middle (25-75K),Not Verified,0,0.2377,High (>20),22,6000,Medium (5-15K),0.1316,Medium (10-20),202.63,36,Short Term,C,C3,2021-03-09,2021-11-12,2021-07-12,2021-08-12,0.166666667,0.067543333,5305,0.884166667,Mostly Recovered (75-100),Charged Off,Loss,0.626556122,Moderate,4.210457143,Valid
463612,580463,Personal,Debt Consolidation,MI,Target Corporation,Senior,10,Rent,32000,Lower Middle (25-75K),Not Verified,0,0.2168,High (>20),14,12000,Medium (5-15K),0.1287,Medium (10-20),403.6,36,Short Term,C,C1,2021-12-09,2021-05-16,2021-04-11,2021-05-11,0.375,0.15135,6454,0.537833333,Partially Recovered (25-75),Charged Off,Loss,0.692054634,High,4.650607143,Invalid
717106,911155,Personal,Debt Consolidation,CA,Stanislaus County Office Of Education,Senior,10,Rent,25404,Lower Middle (25-75K),Not Verified,0,0.1715,Medium (10-20),15,9950,Medium (5-15K),0.1268,Medium (10-20),333.73,36,Short Term,C,C1,2021-04-11,2021-04-12,2021-11-11,2021-12-11,0.391670603,0.157642891,2803,0.281708543,Partially Recovered (25-75),Charged Off,Loss,0.67857091,High,4.559996513,Valid
457678,569183,Personal,Debt Consolidation,IL,Octopus Car Care,Senior,10,Rent,45000,Lower Middle (25-75K),Not Verified,0,0.1536,Medium (10-20),11,6000,Medium (5-15K),0.1322,Medium (10-20),202.81,36,Short Term,C,C2,2021-11-09,2021-03-11,2021-10-10,2021-11-10,0.133333333,0.054082667,2429,0.404833333,Partially Recovered (25-75),Charged Off,Loss,0.57887585,Moderate,3.890045714,Invalid
642049,821825,Personal,Debt Consolidation,MA,Usps,Senior,10,Rent,67350,Lower Middle (25-75K),Not Verified,0,0.0396,Low ( ≤10),8,7000,Medium (5-15K),0.1298,Medium (10-20),235.8,36,Short Term,C,C3,2021-01-11,2021-06-13,2021-02-13,2021-03-13,0.10393467,0.042013363,5991,0.855857143,Mostly Recovered (75-100),Charged Off,Loss,0.594211216,Moderate,3.993099374,Valid
1040467,1270445,Personal,Debt Consolidation,NH,Randwhitney Northeast,Senior,10,Rent,38004,Lower Middle (25-75K),Not Verified,0,0.1958,Medium (10-20),20,10400,Medium (5-15K),0.1527,Medium (10-20),361.9,36,Short Term,C,C4,2021-12-11,2021-04-16,2021-04-14,2021-05-14,0.273655405,0.114272182,9771,0.939519231,Mostly Recovered (75-100),Charged Off,Loss,0.648510383,Moderate,4.357989776,Invalid
1037646,1267549,Personal,Debt Consolidation,MA,R.Murphy Co.,Senior,10,Rent,48000,Lower Middle (25-75K),Not Verified,0,0.1863,Medium (10-20),17,15000,Medium (5-15K),0.1527,Medium (10-20),521.97,36,Short Term,C,C4,2021-11-11,2021-12-14,2021-07-12,2021-08-12,0.3125,0.1304925,4372,0.291466667,Partially Recovered (25-75),Charged Off,Loss,0.658593219,Moderate,4.425746429,Invalid
468409,589891,Personal,Debt Consolidation,FL,Cablevision,Junior,2,Rent,50000,Lower Middle (25-75K),Not Verified,0,0.0326,Low ( ≤10),10,5000,Medium (5-15K),0.1322,Medium (10-20),169.01,36,Short Term,C,C2,2021-12-09,2021-11-10,2021-06-10,2021-07-10,0.1,0.0405624,1231,0.2462,Poor Recovery (<25),Charged Off,Loss,0.589886224,Moderate,3.964035429,Invalid
809380,1016188,Personal,Debt Consolidation,NJ,Breakers And Controls,Junior,2,Rent,47000,Lower Middle (25-75K),Not Verified,0,0.1177,Medium (10-20),23,4500,Small (<5K),0.1349,Medium (10-20),152.69,36,Short Term,C,C2,2021-07-11,2021-05-16,2021-12-12,2022-01-12,0.095744681,0.038984681,2595,0.576666667,Partially Recovered (25-75),Charged Off,Loss,0.550201096,Moderate,3.697351368,Valid
476780,604123,Personal,Debt Consolidation,NY,Midtown Bar & Restaurant Llc,Junior,2,Rent,57600,Lower Middle (25-75K),Not Verified,0,0.175,Medium (10-20),29,13800,Medium (5-15K),0.1357,Medium (10-20),468.77,36,Short Term,C,C3,2021-01-10,2021-06-11,2021-12-10,2022-01-10,0.239583333,0.097660417,5798,0.420144928,Partially Recovered (25-75),Charged Off,Loss,0.62626621,Moderate,4.208508929,Valid
501716,644971,Personal,Debt Consolidation,MD,Unknown,Junior,3,Rent,9600,Low (<25K),Not Verified,0,0.2063,High (>20),9,1300,Small (<5K),0.1273,Medium (10-20),43.64,36,Short Term,C,C1,2021-04-10,2021-05-16,2021-09-10,2021-10-10,0.135416667,0.05455,283,0.217692308,Poor Recovery (<25),Charged Off,Loss,0.706035201,High,4.744556548,Valid
496451,636130,Personal,Debt Consolidation,CA,Kdm Electric  Inc,Junior,3,Rent,80000,Middle (75-150K),Not Verified,0,0.1273,Medium (10-20),14,16000,Large (>15K),0.1311,Medium (10-20),539.92,36,Short Term,C,C2,2021-04-10,2021-04-12,2021-12-11,2022-01-11,0.2,0.080988,9603,0.6001875,Partially Recovered (25-75),Charged Off,Loss,0.561772109,Moderate,3.775108571,Valid
828254,1037270,Personal,Debt Consolidation,NY,Mother Industries,Junior,3,Rent,55000,Lower Middle (25-75K),Not Verified,0,0.0685,Low ( ≤10),7,6000,Medium (5-15K),0.1399,Medium (10-20),205.04,36,Short Term,C,C3,2021-07-11,2021-06-14,2021-01-14,2021-02-14,0.109090909,0.044736,6158,1.026333333,Fully Recovered (≥100),Charged Off,Profit,0.608615337,Moderate,4.089895065,Invalid
388719,422366,Personal,Debt Consolidation,CA,Foley & Lardner Llp,Junior,3,Rent,66000,Lower Middle (25-75K),Not Verified,0,0.146,Medium (10-20),29,3000,Small (<5K),0.1347,Medium (10-20),101.77,36,Short Term,C,C4,2021-05-09,2021-07-12,2021-02-12,2021-03-12,0.045454545,0.018503636,3390,1.13,Fully Recovered (≥100),Charged Off,Profit,0.544170918,Moderate,3.656828571,Invalid
494321,632792,Personal,Debt Consolidation,CA,Sleep Train Inc,Junior,3,Rent,43200,Lower Middle (25-75K),Not Verified,0,0.2372,High (>20),19,14500,Medium (5-15K),0.1385,Medium (10-20),494.51,36,Short Term,C,C4,2021-03-10,2021-05-16,2021-03-12,2021-04-12,0.335648148,0.137363889,11373,0.784344828,Mostly Recovered (75-100),Charged Off,Loss,0.687461715,High,4.619742725,Valid
719610,913968,Personal,Debt Consolidation,CA,Ramona Disposal Service,Junior,3,Rent,34000,Lower Middle (25-75K),Not Verified,0,0.1789,Medium (10-20),13,9000,Medium (5-15K),0.1417,Medium (10-20),308.35,36,Short Term,C,C5,2021-04-11,2021-04-12,2021-11-11,2021-12-11,0.264705882,0.108829412,2582,0.286888889,Partially Recovered (25-75),Charged Off,Loss,0.637346188,Moderate,4.282966387,Valid
1006372,1232788,Personal,Debt Consolidation,IL,Bed Bath And Beyond,Junior,3,Rent,28500,Lower Middle (25-75K),Not Verified,0,0.2354,High (>20),10,3825,Small (<5K),0.1596,Medium (10-20),134.41,36,Short Term,C,C5,2021-11-11,2021-12-12,2021-07-12,2021-08-12,0.134210526,0.056593684,1247,0.326013072,Partially Recovered (25-75),Charged Off,Loss,0.689290302,High,4.632030827,Invalid
448348,546844,Personal,Debt Consolidation,MO,Brio Tuscan Grille,Junior,4,Rent,60000,Lower Middle (25-75K),Not Verified,0,0.1042,Medium (10-20),22,16000,Large (>15K),0.1287,Medium (10-20),538.14,36,Short Term,C,C1,2021-10-09,2021-09-11,2021-04-11,2021-05-11,0.266666667,0.107628,9692,0.60575,Partially Recovered (25-75),Charged Off,Loss,0.605439909,Moderate,4.06855619,Invalid
864135,1077297,Personal,Debt Consolidation,IL,Hair Cuttery,Junior,4,Rent,24000,Low (<25K),Not Verified,0,0.146,Medium (10-20),12,9600,Medium (5-15K),0.1427,Medium (10-20),329.37,36,Short Term,C,C2,2021-09-11,2021-02-14,2021-10-13,2021-11-13,0.4,0.164685,8130,0.846875,Mostly Recovered (75-100),Charged Off,Loss,0.702034439,High,4.717671429,Valid
436825,523793,Personal,Debt Consolidation,FL,Sunrise Enterprises,Junior,4,Rent,46000,Lower Middle (25-75K),Not Verified,0,0.0277,Low ( ≤10),4,10800,Medium (5-15K),0.1357,Medium (10-20),366.86,36,Short Term,C,C3,2021-10-09,2021-05-16,2021-11-09,2021-12-09,0.234782609,0.095702609,842,0.077962963,Poor Recovery (<25),Charged Off,Loss,0.636318027,Moderate,4.276057143,Valid
429572,509014,Personal,Debt Consolidation,IL,Sidebar,Junior,4,Rent,74500,Lower Middle (25-75K),Not Verified,0,0.1822,Medium (10-20),21,12000,Medium (5-15K),0.1316,Medium (10-20),405.25,36,Short Term,C,C3,2021-08-09,2021-05-16,2021-12-09,2022-01-09,0.161073826,0.065275168,1618,0.134833333,Poor Recovery (<25),Charged Off,Loss,0.600954493,Moderate,4.03841419,Valid
875646,1090228,Personal,Debt Consolidation,MD,Hairway,Junior,4,Rent,36000,Lower Middle (25-75K),Not Verified,0,0.0523,Low ( ≤10),7,4800,Small (<5K),0.1479,Medium (10-20),165.91,36,Short Term,C,C4,2021-09-11,2021-03-16,2021-07-12,2021-08-12,0.133333333,0.055303333,1867,0.388958333,Partially Recovered (25-75),Charged Off,Loss,0.610729875,Moderate,4.104104762,Invalid
497075,637138,Personal,Debt Consolidation,CO,Cb And Potts,Junior,5,Rent,27120,Lower Middle (25-75K),Not Verified,0,0.1872,Medium (10-20),21,9250,Medium (5-15K),0.1311,Medium (10-20),312.14,36,Short Term,C,C2,2021-03-10,2021-03-11,2021-10-10,2021-11-10,0.341076696,0.138115044,2229,0.240972973,Poor Recovery (<25),Charged Off,Loss,0.667532355,High,4.485817425,Valid
1046826,1277678,Personal,Debt Consolidation,NY,Swift Transportation,Mid,6,Rent,37000,Lower Middle (25-75K),Not Verified,0,0.205,High (>20),10,15075,Large (>15K),0.1527,Medium (10-20),524.58,36,Short Term,C,C4,2021-12-11,2021-07-14,2021-03-14,2021-04-14,0.407432432,0.170134054,14333,0.950779436,Mostly Recovered (75-100),Charged Off,Loss,0.775461626,High,5.211102124,Invalid
720266,914704,Personal,Debt Consolidation,MA,Product Resources,Mid,9,Rent,36000,Lower Middle (25-75K),Not Verified,0,0.1413,Medium (10-20),8,5000,Medium (5-15K),0.1417,Medium (10-20),171.31,36,Short Term,C,C5,2021-04-11,2021-06-12,2021-01-12,2021-02-12,0.138888889,0.057103333,2088,0.4176,Partially Recovered (25-75),Charged Off,Loss,0.650368717,Moderate,4.370477778,Invalid
966932,1187832,Personal,Debt Consolidation,TX,Money Management International,Fresher,0,Rent,39000,Lower Middle (25-75K),Not Verified,0,0.1898,Medium (10-20),7,10000,Medium (5-15K),0.1596,Medium (10-20),351.38,36,Short Term,C,C5,2021-09-11,2021-04-13,2021-11-12,2021-12-12,0.256410256,0.108116923,4965,0.4965,Partially Recovered (25-75),Charged Off,Loss,0.71453929,High,4.801704029,Valid
410040,461153,Personal,Debt Consolidation,NY,Onondaga County Department Of Corrections,Fresher,0,Rent,35004,Lower Middle (25-75K),Not Verified,0,0.1289,Medium (10-20),13,5600,Medium (5-15K),0.1379,Medium (10-20),190.83,36,Short Term,C,C5,2021-06-09,2021-04-16,2021-12-09,2022-01-09,0.159981716,0.065419952,1541,0.275178571,Partially Recovered (25-75),Charged Off,Loss,0.578151341,Moderate,3.885177008,Valid
387649,420623,Personal,Debt Consolidation,WA,Maust Transportation Services,Fresher,0,Rent,32000,Lower Middle (25-75K),Not Verified,0,0.1335,Medium (10-20),14,7000,Medium (5-15K),0.1426,Medium (10-20),240.15,36,Short Term,C,C5,2021-12-09,2021-03-13,2021-10-12,2021-11-12,0.21875,0.09005625,7964,1.137714286,Fully Recovered (≥100),Charged Off,Profit,0.60151334,Moderate,4.042169643,Invalid
737124,934233,Personal,Debt Consolidation,VA,Ibm,Junior,3,Rent,60000,Lower Middle (25-75K),Not Verified,0,0.0504,Low ( ≤10),12,2400,Small (<5K),0.1349,Medium (10-20),81.44,36,Short Term,C,C2,2021-05-11,2021-06-13,2021-01-13,2021-02-13,0.04,0.016288,1697,0.707083333,Partially Recovered (25-75),Charged Off,Loss,0.501568027,Moderate,3.370537143,Invalid
736144,932980,Personal,Debt Consolidation,WI,St Lukes Hospital,Fresher,1,Rent,31200,Lower Middle (25-75K),Not Verified,0,0.1365,Medium (10-20),12,6000,Medium (5-15K),0.138,Medium (10-20),204.49,36,Short Term,C,C4,2021-04-11,2021-09-12,2021-04-12,2021-05-12,0.192307692,0.07865,2400,0.4,Partially Recovered (25-75),Charged Off,Loss,0.59302067,Moderate,3.985098901,Valid
449773,552680,Personal,Debt Consolidation,FL,One Touch Direct,Fresher,1,Rent,40000,Lower Middle (25-75K),Not Verified,0,0.1953,Medium (10-20),9,5000,Medium (5-15K),0.1426,Medium (10-20),171.53,36,Short Term,C,C5,2021-10-09,2021-05-16,2021-09-10,2021-10-10,0.125,0.051459,2053,0.4106,Partially Recovered (25-75),Charged Off,Loss,0.6683446,High,4.491275714,Invalid
350044,351968,Personal,Debt Consolidation,WA,Nrnw Fire,Senior,10,Rent,68844,Lower Middle (25-75K),Not Verified,0,0.2163,High (>20),36,7500,Medium (5-15K),0.1197,Medium (10-20),249,36,Short Term,C,C4,2021-06-08,2021-05-16,2021-07-08,2021-08-08,0.108941956,0.043402475,249,0.0332,Poor Recovery (<25),Charged Off,Loss,0.596456029,Moderate,4.008184517,Valid
471850,595791,Personal,Debt Consolidation,NJ,Newark Emergency Services For Families,Junior,2,Rent,40000,Lower Middle (25-75K),Not Verified,0,0.0789,Low ( ≤10),7,2500,Small (<5K),0.1357,Medium (10-20),84.93,36,Short Term,C,C3,2021-12-09,2021-03-13,2021-10-12,2021-11-12,0.0625,0.025479,2471,0.9884,Mostly Recovered (75-100),Charged Off,Loss,0.596183142,Moderate,4.006350714,Invalid
864476,1077603,Personal,Debt Consolidation,CT,Jewish Community Center,Junior,3,Rent,20400,Low (<25K),Not Verified,0,0.1347,Medium (10-20),17,7550,Medium (5-15K),0.1479,Medium (10-20),260.95,36,Short Term,C,C4,2021-08-11,2021-03-15,2021-04-14,2021-05-14,0.370098039,0.1535,8266,1.094834437,Fully Recovered (≥100),Charged Off,Profit,0.686912369,High,4.61605112,Invalid
430908,511219,Personal,Debt Consolidation,OH,Harbour Club,Junior,5,Rent,34000,Lower Middle (25-75K),Not Verified,0,0.2118,High (>20),25,7800,Medium (5-15K),0.1379,Medium (10-20),265.79,36,Short Term,C,C5,2021-08-09,2021-05-16,2021-12-10,2022-01-10,0.229411765,0.093808235,4247,0.544487179,Partially Recovered (25-75),Charged Off,Loss,0.638382603,Moderate,4.289931092,Valid
